pollster,poll_id,state,start_date,end_date,DEM,REP,Delta,date,Quarter_2018-4,Quarter_2019-1,Quarter_2019-2,Quarter_2019-3,Quarter_2019-4,Quarter_2020-1,Quarter_2020-2,Quarter_2020-3,Quarter_2020-4,Quarter_2021-2,Quarter_2021-3,Quarter_2021-4,Quarter_2022-1,Quarter_2022-2,Quarter_2022-3,Quarter_2022-4,Quarter_2023-1,Quarter_2023-2,Quarter_2023-3,Quarter_2023-4,Quarter_2024-1,Quarter_2024-2,Quarter_2024-3,Quarter_2024-4,Day_Series,Prior_Delta,Swing
Fabrizio/Impact,87704,Georgia,7/24/24,7/31/24,46,47,50.5,2024-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2087,51,-0.5
Morning Consult,87672,National,7/30/24,8/1/24,47,45.5,49.25,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2088,48.75,0.5
UMass Amherst/YouGov,87665,National,7/29/24,8/1/24,46,43,48.5,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2088,49.25,-0.75
Fabrizio,87667,Pennsylvania,7/29/24,8/1/24,46.5,46.5,50,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2088,48,2
Siena,87678,New York,7/28/24,8/1/24,51,38,43.5,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2088,44.5,-1
Marquette Law School,87698,Wisconsin,7/24/24,8/1/24,47.5,46.75,49.625,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2088,49,0.625
Marquette Law School,87699,National,7/24/24,8/1/24,50.5,44.5,47,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2088,48.5,-1.5
TIPP,87664,National,7/31/24,8/2/24,45,43.5,49.25,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,47,2.25
Morning Consult,87673,National,7/31/24,8/2/24,47.5,45.5,49,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,49.25,-0.25
YouGov,87663,National,7/30/24,8/2/24,49.5,48,49.25,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,49,0.25
Benenson Strategy Group/GS Strategy Group,87763,Arizona,7/26/24,8/2/24,47,44,48.5,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,51,-2.5
Benenson Strategy Group/GS Strategy Group,87764,Georgia,7/26/24,8/2/24,47,47,50,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,50.5,-0.5
Benenson Strategy Group/GS Strategy Group,87765,Michigan,7/26/24,8/2/24,47.5,45,48.75,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,50,-1.25
Benenson Strategy Group/GS Strategy Group,87766,Nevada,7/26/24,8/2/24,43.5,47.5,52,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,50.5,1.5
Benenson Strategy Group/GS Strategy Group,87767,North Carolina,7/26/24,8/2/24,47,45.5,49.25,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,50.75,-1.5
Benenson Strategy Group/GS Strategy Group,87768,Pennsylvania,7/26/24,8/2/24,48.5,45.5,48.5,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,50,-1.5
Benenson Strategy Group/GS Strategy Group,87769,Wisconsin,7/26/24,8/2/24,48.5,44.5,48,2024-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,49.625,-1.625
HarrisX,87863,National,8/2/24,8/3/24,46.666666666666664,46.333333333333336,49.833333333333336,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,49.25,0.5833333333333357
Morning Consult,87674,National,8/1/24,8/3/24,47.5,45,48.75,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,49.833333333333336,-1.0833333333333357
Redfield & Wilton Strategies,87682,Arizona,7/31/24,8/3/24,44,43,49.5,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,48.5,1
Redfield & Wilton Strategies,87683,Florida,7/31/24,8/3/24,41,47,53,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,53.5,-0.5
Redfield & Wilton Strategies,87684,Georgia,7/31/24,8/3/24,44,46,51,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,50,1
Redfield & Wilton Strategies,87685,Michigan,7/31/24,8/3/24,41,42,50.5,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,48.75,1.75
Redfield & Wilton Strategies,87686,Minnesota,7/31/24,8/3/24,46,41,47.5,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,45,2.5
Redfield & Wilton Strategies,87687,Nevada,7/31/24,8/3/24,40,40,50,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,52,-2
Redfield & Wilton Strategies,87688,New Mexico,7/31/24,8/3/24,44,37,46.5,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,49.25,-2.75
Redfield & Wilton Strategies,87689,North Carolina,7/31/24,8/3/24,41,44,51.5,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,49.25,2.25
Redfield & Wilton Strategies,87690,Pennsylvania,7/31/24,8/3/24,44,46,51,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,48.5,2.5
Redfield & Wilton Strategies,87691,Wisconsin,7/31/24,8/3/24,43,43,50,2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2090,48,2
Morning Consult,87675,National,8/2/24,8/4/24,48.5,44.5,48,2024-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2091,48.75,-0.75
Marist,87679,National,8/1/24,8/4/24,49.5,46.5,48.5,2024-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2091,48,0.5
Hart/POS,87701,National,7/31/24,8/4/24,46,48,51,2024-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2091,48.5,2.5
Cygnal,87711,North Carolina,8/4/24,8/5/24,44.1,47.2,51.55,2024-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2092,51.5,0.04999999999999716
Morning Consult,87736,National,8/3/24,8/5/24,48,44.5,48.25,2024-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2092,51,-2.75
SurveyUSA,87677,National,8/2/24,8/5/24,48,45,48.5,2024-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2092,48.25,0.25
RMG Research,87702,Wisconsin,7/31/24,8/5/24,48,45,48.5,2024-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2092,50,-1.5
Peak Insights,87784,Arizona,7/31/24,8/5/24,42,44,51,2024-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2092,49.5,1.5
HighGround,87706,Arizona,7/30/24,8/5/24,44.4,41.6,48.6,2024-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2092,51,-2.3999999999999986
Iron Light,87786,Arizona,7/29/24,8/5/24,43,43,50,2024-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2092,48.6,1.3999999999999986
Emerson,87700,Montana,8/5/24,8/6/24,40.75,55.5,57.375,2024-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2093,60,-2.625
YouGov,87696,National,8/4/24,8/6/24,45,43,49,2024-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2093,48.5,0.5
Morning Consult,87737,National,8/4/24,8/6/24,48.5,44.5,48,2024-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2093,49,-1
ActiVote,87694,National,7/30/24,8/6/24,47.5,47.2,49.85,2024-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2093,48,1.8500000000000014
Redfield & Wilton Strategies,87726,National,8/7/24,8/7/24,47,44,48.5,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2094,49.85,-1.3500000000000014
InsiderAdvantage,87714,Wisconsin,8/6/24,8/7/24,48.3,48.6,50.150000000000006,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2094,48.5,1.6500000000000057
RMG Research,87710,National,8/5/24,8/7/24,48,47.5,49.75,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2094,48.5,1.25
Morning Consult,87738,National,8/5/24,8/7/24,49,44.5,47.75,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2094,49.75,-2
Ipsos,87709,National,8/2/24,8/7/24,45.5,42,48.25,2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2094,47.75,0.5
Quantus Polls and News,87722,National,8/7/24,8/8/24,47.2,45.9,49.349999999999994,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,48.25,1.0999999999999943
InsiderAdvantage,87713,Michigan,8/6/24,8/8/24,49,47,49,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,50.5,-1.5
Trafalgar Group,87715,Pennsylvania,8/6/24,8/8/24,44.4,45.9,50.75,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,51,-0.25
Trafalgar Group,87716,Arizona,8/6/24,8/8/24,46.5,47.7,50.6,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,50,0.6000000000000014
Trafalgar Group,87717,Nevada,8/6/24,8/8/24,44.8,48.2,51.7,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,50,1.7000000000000028
Trafalgar Group,87718,North Carolina,8/6/24,8/8/24,45.2,48.9,51.849999999999994,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,51.55,0.29999999999999716
Morning Consult,87739,National,8/6/24,8/8/24,49,44.5,47.75,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,49.349999999999994,-1.5999999999999943
McLaughlin,87748,Florida,8/6/24,8/8/24,44,52,54,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,53,1
Cygnal,87791,National,8/6/24,8/8/24,45.900000000000006,45.7,49.9,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,47.75,2.1499999999999986
Siena/NYT,87719,Michigan,8/5/24,8/8/24,46.75,45,49.125,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,49,0.125
Siena/NYT,87720,Wisconsin,8/5/24,8/8/24,49.5,44.25,47.375,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,50.150000000000006,-2.7750000000000057
Navigator,87848,Arizona,7/31/24,8/8/24,45.5,47.5,51,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,50.6,0.3999999999999986
Navigator,87849,Michigan,7/31/24,8/8/24,45.5,45,49.75,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,49.125,0.625
Navigator,87850,North Carolina,7/31/24,8/8/24,46,47,50.5,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,51.849999999999994,-1.3499999999999943
Navigator,87851,Pennsylvania,7/31/24,8/8/24,45,47,51,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,50.75,0.25
Navigator,87852,Wisconsin,7/31/24,8/8/24,46.5,46.5,50,2024-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2095,47.375,2.625
Morning Consult,87740,National,8/7/24,8/9/24,49,44.5,47.75,2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2096,49.9,-2.1499999999999986
Siena/NYT,87721,Pennsylvania,8/6/24,8/9/24,47.5,44.75,48.625,2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2096,51,-2.375
YouGov Blue,87723,North Carolina,8/5/24,8/9/24,46,46,50,2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2096,50.5,-0.5
HarrisX,87876,Utah,8/2/24,8/9/24,26.5,55.5,64.5,2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2096,65.25,-0.75
Morning Consult,87741,National,8/8/24,8/10/24,48.5,44.5,48,2024-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097,47.75,0.25
Florida Atlantic University/Mainstreet Research,87761,Florida,8/10/24,8/11/24,45.5,48.25,51.375,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,54,-2.625
Big Village,87734,National,8/9/24,8/11/24,44.63333333333333,41.6,48.483333333333334,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,48,0.4833333333333343
Morning Consult,87742,National,8/9/24,8/11/24,48,44.5,48.25,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,48.483333333333334,-0.23333333333333428
Bullfinch,87729,Michigan,8/8/24,8/11/24,47,41.5,47.25,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,49.75,-2.5
Bullfinch,87730,Pennsylvania,8/8/24,8/11/24,47,43,48,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,48.625,-0.625
Bullfinch,87731,Wisconsin,8/8/24,8/11/24,50,41,45.5,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,50,-4.5
Suffolk,87744,Florida,8/7/24,8/11/24,41.8,46.8,52.5,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,51.375,1.125
J.L. Partners,87772,National,8/7/24,8/11/24,41,43,51,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,48.25,2.75
Fabrizio/Impact,87785,Michigan,8/7/24,8/11/24,45.5,46.5,50.5,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,47.25,3.25
Pew,87778,National,8/5/24,8/11/24,46,45,49.5,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,51,-1.5
UC Berkeley,87773,California,7/31/24,8/11/24,59,34,37.5,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,38,-0.5
Franklin and Marshall College,87782,Pennsylvania,7/21/24,8/11/24,46,43,48.5,2024-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2098,48,0.5
American Pulse,87758,Montana,8/10/24,8/12/24,37.8,51.7,56.95,2024-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2099,57.375,-0.42499999999999716
Morning Consult,87835,National,8/10/24,8/12/24,48,44.5,48.25,2024-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2099,49.5,-1.25
Beacon/Shaw,87780,National,8/9/24,8/12/24,47,47.5,50.25,2024-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2099,48.25,2
Quinnipiac,87777,Pennsylvania,8/8/24,8/12/24,49,46,48.5,2024-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2099,48.5,0
YouGov,87760,National,8/11/24,8/13/24,46,44,49,2024-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,50.25,-1.25
Morning Consult,87836,National,8/11/24,8/13/24,48,45,48.5,2024-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,49,-0.5
Ipsos,87794,National,8/9/24,8/13/24,48.8,44.6,47.900000000000006,2024-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,48.5,-0.5999999999999943
ActiVote,87747,Texas,7/31/24,8/13/24,46.7,53.3,53.3,2024-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,54.4,-1.1000000000000014
St. Anselm,87789,New Hampshire,8/13/24,8/14/24,51,44,46.5,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,47.225,-0.7250000000000014
Emerson,87797,Pennsylvania,8/13/24,8/14/24,48.05,49.05,50.5,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,48.5,2
Emerson,87781,National,8/12/24,8/14/24,50.3,45.6,47.650000000000006,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,47.900000000000006,-0.25
TIPP,87790,Wisconsin,8/12/24,8/14/24,46.425,45.25,49.4125,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,45.5,3.9125000000000014
RMG Research,87796,National,8/12/24,8/14/24,46,47.5,50.75,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,47.650000000000006,3.0999999999999943
Morning Consult,87837,National,8/12/24,8/14/24,48,44.5,48.25,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,50.75,-2.5
Siena/NYT,87808,North Carolina,8/9/24,8/14/24,47.25,44.75,48.75,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,50,-1.25
Siena/NYT,87809,Georgia,8/9/24,8/14/24,43.75,48.75,52.5,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,51,1.5
ActiVote,87776,National,8/7/24,8/14/24,52.4,47.6,47.6,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,48.25,-0.6499999999999986
Strategies 360,87921,Arizona,8/7/24,8/14/24,47,46,49.5,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,51,-1.5
Strategies 360,87922,Nevada,8/7/24,8/14/24,48,42,47,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,51.7,-4.700000000000003
RMG Research,87792,Montana,8/6/24,8/14/24,39,57,59,2024-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2101,56.95,2.049999999999997
Redfield & Wilton Strategies,87831,National,8/15/24,8/15/24,45,44,49.5,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,47.6,1.8999999999999986
Cygnal,87800,Pennsylvania,8/14/24,8/15/24,45.599999999999994,45.7,50.050000000000004,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,50.5,-0.44999999999999574
Quantus Polls and News,87802,Wisconsin,8/14/24,8/15/24,47.8,46.9,49.55,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,49.4125,0.13749999999999574
Morning Consult,87838,National,8/13/24,8/15/24,48.5,44.5,48,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,49.5,-1.5
Capitol Weekly,87891,California,8/13/24,8/15/24,54,36.5,41.25,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,37.5,3.75
Siena/NYT,87807,Nevada,8/12/24,8/15/24,44.75,46.75,51,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,47,4
Redfield & Wilton Strategies,87821,Arizona,8/12/24,8/15/24,43,44,50.5,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,49.5,1
Redfield & Wilton Strategies,87822,Florida,8/12/24,8/15/24,43,48,52.5,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,52.5,0
Redfield & Wilton Strategies,87823,Georgia,8/12/24,8/15/24,46,46,50,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,52.5,-2.5
Redfield & Wilton Strategies,87824,Michigan,8/12/24,8/15/24,44,45,50.5,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,50.5,0
Redfield & Wilton Strategies,87825,Minnesota,8/12/24,8/15/24,47,40,46.5,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,47.5,-1
Redfield & Wilton Strategies,87826,Nevada,8/12/24,8/15/24,42,43,50.5,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,51,-0.5
Redfield & Wilton Strategies,87827,New Mexico,8/12/24,8/15/24,47,41,47,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,46.5,0.5
Redfield & Wilton Strategies,87828,North Carolina,8/12/24,8/15/24,44,47,51.5,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,48.75,2.75
Redfield & Wilton Strategies,87829,Pennsylvania,8/12/24,8/15/24,46,44,49,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,50.050000000000004,-1.0500000000000043
Redfield & Wilton Strategies,87830,Wisconsin,8/12/24,8/15/24,48,44,48,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,49.55,-1.5499999999999972
Outward Intelligence,87788,National,8/11/24,8/15/24,51,45,47,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,48,-1
Siena/NYT,87806,Arizona,8/8/24,8/15/24,47.75,43.75,48,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,50.5,-2.5
Embold Research,87872,National,8/8/24,8/15/24,47,43,48,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,47,1
ActiVote,87787,Florida,8/5/24,8/15/24,45.9,54.1,54.1,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,52.5,1.6000000000000014
Data for Progress,87871,National,8/1/24,8/15/24,48,44.5,48.25,2024-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2102,48,0.25
YouGov,87810,National,8/14/24,8/16/24,50,47.5,48.75,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,48.25,0.5
Morning Consult,87839,National,8/14/24,8/16/24,49,44.5,47.75,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,48.75,-1
Roanoke College,87845,Virginia,8/12/24,8/16/24,46,43,48.5,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,50.75,-2.25
Noble Predictive Insights,87912,Arizona,8/12/24,8/16/24,43.5,45.5,51,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,48,3
YouGov,87934,Missouri,8/8/24,8/16/24,41,54,56.5,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,57.3,-0.7999999999999972
Focaldata,87812,Pennsylvania,8/6/24,8/16/24,48.6,47.425,49.412499999999994,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,49,0.4124999999999943
Focaldata,87813,Michigan,8/6/24,8/16/24,50.975,44.175,46.599999999999994,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,50.5,-3.9000000000000057
Focaldata,87814,Georgia,8/6/24,8/16/24,46.325,48.85,51.2625,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,50,1.2625000000000028
